07-08, SEA, 80, 80, 34.6, 0.430, 0.288, 0.873, 0.9, 3.5, 4.3, 2.4, 1.0, 0.9, 2.90, 1.52, 20.3, 
08-09, OKC, 74, 74, 39.0, 0.476, 0.422, 0.863, 1.0, 5.5, 6.5, 2.8, 1.3, 0.7, 3.04, 1.81, 25.3, 
09-10, OKC, 82, 82, 39.5, 0.476, 0.365, 0.900, 1.3, 6.3, 7.6, 2.8, 1.4, 1.0, 3.30, 2.09, 30.1, 
10-11, OKC, 78, 78, 38.9, 0.462, 0.350, 0.880, 0.7, 6.1, 6.8, 2.7, 1.1, 1.0, 2.79, 2.04, 27.7, 
11-12, OKC, 66, 66, 38.6, 0.496, 0.387, 0.860, 0.6, 7.4, 8.0, 3.5, 1.3, 1.2, 3.76, 2.02, 28.0, 
